0,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,July,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,3459734,251.4899964,31,175,63.74924,3205,18,25402,4606802,1103029,82221,302,17,0,11649.39542,145867,160429,257027,348953,46,382903,510244,28607,11585.64618,2710127,13,69.73,89.46,100,NA
2025-2026,July,31,UTTAR PRADESH,3165,BAGHPAT,7062,234.1243048,13,0,0.6096,56,153,1827,5020,1033,1539,0,4,0,12.3626401,384,419,3577,4648,0,17622,21619,1883,11.7530401,2016,5,90.45,97.12,103.57,NA
2025-2026,July,31,UTTAR PRADESH,3179,MAHOBA,462284,245.2015561,24,156,14.42265,466,8,9168,299108,74780,21740,233,92,0,747.8401205,12454,16605,45021,81883,28,99431,167390,9634,733.4174705,120983,40,40.24,87.31,101.74,NA
2025-2026,July,31,UTTAR PRADESH,3117,BULANDSHAHR,140915,236.2631236,18,40,15.71288,375,86,10789,200958,43478,9561,102,40,0,490.5025279,10965,11502,36631,45769,1,89908,109908,11164,474.7896479,76984,7,70,79.47,100.14,NA
2025-2026,July,31,UTTAR PRADESH,3118,ALIGARH,894083,240.7825814,17,171,58.7917781,1067,11,18862,688216,157996,37997,929,205,0,1715.896029,39346,43568,118743,154335,2,198177,250996,19929,1657.104251,224229,20,63.3,71.81,100.08,NA
2025-2026,July,31,UTTAR PRADESH,3120,AGRA,1266361,250.4955488,24,126,65.6361765,615,31,16618,1422107,400072,52352,6309,735,0,3627.950911,57790,72071,120588,174617,4,188037,261963,17233,3562.314734,590210,28,44.78,83.19,100.12,NA
2025-2026,July,31,UTTAR PRADESH,3121,FIROZABAD,1226464,248.2305041,25,173,28.3017371,2490,30,14874,1365701,358796,34633,2014,212,0,3418.388213,54484,56295,107708,134751,10,160399,199858,17364,3390.086476,561398,18,69.62,80.72,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3128,KHERI,2432200,254.635787,21,283,223.76522,7752,4,33706,1780931,695431,137319,21076,6520,0,4758.652887,82853,96048,248479,368216,59,496726,692518,41458,4534.887667,498071,26,36.08,91.36,100.03,NA
2025-2026,July,31,UTTAR PRADESH,3130,HARDOI,2162423,256.2483025,23,363,96.728587,7219,31,34410,2061136,684888,106757,1711,450,0,5378.354599,87898,95815,235860,318755,38,459943,601346,41629,5281.626012,761000,19,45.61,80.98,100.18,NA
2025-2026,July,31,UTTAR PRADESH,3134,FARRUKHABAD,484896,250.491562,22,43,20.12551,881,13,10849,411377,89159,22420,20,8,0,1050.590183,18455,19878,69238,91003,1,113497,142361,11730,1030.464673,109013,16,64.92,95,100.01,NA
2025-2026,July,31,UTTAR PRADESH,3135,ETAWAH,384723,262.8656763,16,53,49.213,791,39,10518,271309,88243,35999,232,134,0,762.3912378,16219,17133,77585,97968,2,138607,167300,11309,713.1782378,84401,28,60.75,62.05,100.7,NA
2025-2026,July,31,UTTAR PRADESH,3138,JALAUN,2859671,243.4608662,32,452,49.05307,2529,20,24315,2979295,842150,82944,1182,70,0,7302.470485,90968,115485,177831,261300,116,230362,331784,26844,7253.417415,1184659,38,83.9,91.35,100.53,NA
2025-2026,July,31,UTTAR PRADESH,3139,JHANSI,1435978,254.4417389,31,501,156.03905,2012,27,17337,1176852,380979,55693,10046,1333,0,3150.441743,36819,47753,104488,167184,151,192133,298223,19349,2994.402693,480932,41,67.93,86.01,100.01,NA
2025-2026,July,31,UTTAR PRADESH,3141,HAMIRPUR,1109397,249.1292471,29,104,19.76854,656,0,16111,1438798,280052,40878,968,76,0,3604.235165,48290,64624,114090,184358,53,179477,287938,16767,3584.466625,623941,44,54.93,91.34,100,NA
2025-2026,July,31,UTTAR PRADESH,3156,MAU,1531585,247.9457791,27,339,252.8047752,3742,24,17833,1903883,694636,74030,27144,2798,0,4973.402312,68548,77711,141831,203191,44,251092,341807,21575,4720.597537,1035794,22,52.65,91.31,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3167,AMROHA,934042,239.9138505,15,62,154.93494,3443,1,18028,586434,153030,39271,249,88,0,1561.87133,37379,42555,101795,143370,19,147014,200148,21471,1406.93639,151208,20,44.97,93.16,100.07,NA
2025-2026,July,31,UTTAR PRADESH,3168,KANNAUJ,706732,253.8084724,20,101,50.6250858,1159,18,13002,545750,148980,38096,266,19,0,1435.784824,27008,29458,89250,114749,3,140753,175602,14161,1385.159738,186545,22,68.65,85.92,100.19,NA
2025-2026,July,31,UTTAR PRADESH,3184,SAMBHAL,361724,240.2143794,16,54,22.4527,1073,42,17275,455657,124720,35310,204,56,0,1117.006335,27216,30022,91163,117595,0,150135,188870,18348,1094.553635,130085,11,65.06,75.22,100.47,NA
2025-2026,July,31,UTTAR PRADESH,3111,RAMPUR,1333139,250.2363847,31,97,40.09731,2268,27,14115,1893793,348790,34708,1111,67,0,4779.056447,59642,68407,111604,147070,47,173156,221169,16383,4738.959137,553999,9,71.42,90.6,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3112,SAHARANPUR,438956,253.6422126,15,16,46.1998548,740,15,15122,531197,237485,66068,1026,279,0,1393.539679,34290,38870,85164,127668,5,165199,228646,15862,1347.339824,213738,19,75.08,82.17,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3115,MEERUT,158534,250.3666791,24,36,12.5460082,1737,47,4123,207161,99873,11927,1685,138,0,531.2081242,8402,9053,22377,26754,1,47810,56346,5860,518.662116,79125,14,32,75.85,100.11,NA
2025-2026,July,31,UTTAR PRADESH,3128,KHERI,2432200,254.1999834,22,289,223.76522,8046,4,33764,1923082,752579,137356,21804,6520,0,5112.239345,85646,99586,248526,368295,86,496763,692572,41810,4888.474125,539137,26,37.04,91.77,100.03,NA
2025-2026,July,31,UTTAR PRADESH,3135,ETAWAH,384723,259.7011651,16,55,49.213,811,30,10576,291657,96688,36013,244,134,0,806.6496271,17225,18197,77596,97989,2,138677,167400,11387,757.4366271,90127,28,60.62,62.76,100.66,NA
2025-2026,July,31,UTTAR PRADESH,3137,KANPUR NAGAR,261970,238.5843548,21,66,28.64962,982,48,10307,265620,95830,33228,1930,855,0,662.3773833,12648,13795,55532,79441,2,120184,160356,11289,633.7277633,86554,23,29.13,64.69,100.08,NA
2025-2026,July,31,UTTAR PRADESH,3140,LALITPUR,1593196,248.0441831,27,138,18.0772687,2609,1,17729,1496831,338943,55174,74465,15176,0,3730.879495,55201,74933,127250,216267,122,189066,308647,20338,3712.802226,663613,40,37.67,85.68,100.17,NA
2025-2026,July,31,UTTAR PRADESH,3152,MAHARAJGANJ,2568049,254.8138569,27,302,49.80542,4510,1,29578,3221115,725700,75758,14695,1735,0,8257.652788,117930,136644,227026,336883,117,375834,531042,34088,8207.847368,1743814,17,62.31,90.3,100,NA
2025-2026,July,31,UTTAR PRADESH,3159,BALLIA,892094,243.9236401,26,143,61.346694,6076,74,21096,1472243,333984,45437,50405,7315,0,3652.49541,55728,62398,156421,201140,19,318818,398061,27172,3591.148716,672731,23,74.13,91.37,100.03,NA
2025-2026,July,31,UTTAR PRADESH,3162,MIRZAPUR,1371842,251.6135655,21,150,61.35023,1958,20,25827,875846,376401,96128,10887,2457,0,2265.097579,40542,48762,143233,217469,14,275009,395896,27785,2203.747349,476709,35,51.29,85.09,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3165,BAGHPAT,7062,237.2439045,13,0,0.6096,56,159,1827,4920,1005,1537,0,4,0,12.2820001,373,406,3572,4642,0,17613,21610,1883,11.6724001,1997,5,92.13,97.07,103.6,NA
2025-2026,July,31,UTTAR PRADESH,3181,AMETHI,905147,251.76235,24,79,48.1432006,2854,21,16981,752032,235136,54248,159,12,0,1941.476637,30862,33725,129358,178386,2,231415,302899,19835,1893.333436,301842,25,42.96,71.77,100.05,NA
2025-2026,July,31,UTTAR PRADESH,3183,SHAMLI,75196,249.3706504,23,54,5.62265,531,32,4576,108044,14712,3436,143,54,0,275.0526755,4599,5364,16497,21408,1,48166,58321,5107,269.4300255,37368,12,57.63,79.22,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3125,BAREILLY,1120664,249.5295032,19,240,37.0345838,2974,71,24420,1109507,231026,54192,657,159,0,2805.581889,56401,65039,163373,240200,9,281370,387705,27394,2768.547305,217325,26,46.22,75.5,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3127,SHAHJAHANPUR,1004169,248.6768033,18,572,25.2486586,3122,27,18839,922722,266883,67259,451,85,0,2319.844232,49485,55311,161568,227389,6,344909,450159,21961,2294.595573,197699,20,70.83,75.35,100.06,NA
2025-2026,July,31,UTTAR PRADESH,3137,KANPUR NAGAR,261970,240.4945473,20,59,28.64962,978,49,10275,257167,92589,33223,1917,857,0,647.1222325,12368,13482,55521,79425,2,120169,160332,11253,618.4726125,84483,23,28.21,63.83,100.08,NA
2025-2026,July,31,UTTAR PRADESH,3138,JALAUN,2859671,241.4662081,33,459,49.05307,2531,19,24402,3030968,855945,82949,1182,70,0,7367.816569,91756,116498,177858,261335,122,230379,331820,26933,7318.763499,1204379,38,83.94,91.46,100.53,NA
2025-2026,July,31,UTTAR PRADESH,3139,JHANSI,1435978,253.8549267,32,502,156.03905,2068,28,17340,1201687,388772,55700,10205,1333,0,3206.580703,37153,48218,104507,167218,151,192153,298258,19408,3050.541653,490595,41,67.77,85.47,100.01,NA
2025-2026,July,31,UTTAR PRADESH,3141,HAMIRPUR,1109397,248.23669,30,104,19.76854,660,0,16135,1473279,286100,40902,968,76,0,3676.987564,48916,65500,114125,184418,62,179510,287989,16795,3657.219024,638693,44,55.02,91.48,100,NA
2025-2026,July,31,UTTAR PRADESH,3149,AYODHYA,1021733,263.6681443,22,78,29.89886,4570,20,19548,1155104,470457,71246,2163,256,0,3075.540142,51065,55232,129007,181424,16,233466,311447,24118,3045.641282,579971,17,30.2,91.12,100.01,NA
2025-2026,July,31,UTTAR PRADESH,3156,MAU,1531585,248.2554039,28,339,252.8047752,3755,24,17883,1944595,709563,74105,27640,2799,0,5080.366947,69020,78296,141854,203387,45,251097,342090,21638,4827.562172,1056935,22,52.61,91.3,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3159,BALLIA,892094,244.3675116,25,143,61.346694,5985,79,21086,1402647,319297,45384,47937,7310,0,3488.960265,54425,60887,156255,200929,18,318786,398011,27071,3427.613571,641777,23,73.75,91.13,100.03,NA
2025-2026,July,31,UTTAR PRADESH,3181,AMETHI,905147,249.8619919,23,78,48.1432006,2828,25,16848,705462,219236,54240,159,12,0,1810.824606,29731,32405,129336,178358,1,231405,302880,19676,1762.681406,284328,25,42.37,71.58,100.05,NA
2025-2026,July,31,UTTAR PRADESH,3110,MORADABAD,709224,264.8894488,22,173,13.906,2013,41,15491,1009504,187983,30944,525,113,177.98856,2865.964141,44601,51566,107542,147813,2,193256,267419,17504,2674.069581,288953,16,60.52,79.37,100.4,NA
2025-2026,July,31,UTTAR PRADESH,3112,SAHARANPUR,438956,253.0434642,16,16,94.3357452,774,13,15536,595967,268751,66138,1138,279,95.29409,1697.685377,36302,41266,85231,127803,7,165388,228929,16310,1508.055542,237479,19,75.72,82.44,100.09,NA
2025-2026,July,31,UTTAR PRADESH,3115,MEERUT,158534,250.4032221,27,37,12.5460082,1753,43,4230,238949,115605,11947,2050,138,4.50547,615.3874734,8742,9451,22391,26784,4,47905,56484,5983,598.3359952,90223,14,32.84,75.23,100.12,NA
2025-2026,July,31,UTTAR PRADESH,3120,AGRA,1266361,247.1360886,28,148,69.0207621,736,19,17276,1833671,517432,52692,7870,736,174.74886,4775.43241,63800,79669,121474,175946,24,188375,262532,18012,4531.662788,754893,29,44.9,82.17,100.19,NA
2025-2026,July,31,UTTAR PRADESH,3135,ETAWAH,384723,256.6088879,18,65,49.213,870,18,10887,398915,135302,36051,372,135,101.94645,1174.810795,21165,22522,77700,98135,8,138819,167570,11757,1023.651345,121260,28,65,68.51,100.48,NA
2025-2026,July,31,UTTAR PRADESH,3146,BAHRAICH,3613648,246.5645346,35,401,104.667,5337,18,39345,4865373,963057,70839,36056,2402,174.81879,12275.77008,136405,153226,281166,349624,492,434087,528323,44682,11996.28429,2248367,51,47.5,84.44,100.2,NA
2025-2026,July,31,UTTAR PRADESH,3147,GONDA,1390499,247.1127288,31,164,43.4616464,2905,59,24200,1941394,510586,50592,4084,263,192.9305,5033.823837,60936,64599,157072,200738,46,335371,425427,27105,4797.431691,796405,25,62.66,80.93,100.46,NA
2025-2026,July,31,UTTAR PRADESH,3152,MAHARAJGANJ,2568049,254.3441104,28,317,49.80542,4686,1,30229,3429641,767155,75790,15200,1739,130.73163,8903.626943,120776,140181,227096,337009,174,375857,531132,34915,8723.089893,1851312,18,61.02,88,100,NA
2025-2026,July,31,UTTAR PRADESH,3159,BALLIA,892094,242.9663876,29,154,61.346694,6377,53,21562,1859062,425882,45889,65214,7395,148.48978,4726.732259,63571,71320,157869,203124,32,318924,398277,27939,4516.895785,849985,23,73.98,91.28,100.03,NA
2025-2026,July,31,UTTAR PRADESH,3165,BAGHPAT,7062,232.004681,13,0,0.6096,56,133,1867,5736,1152,1543,0,4,1.73692,15.6543085,440,477,3587,4661,0,17638,21636,1923,13.3077885,2295,5,91.61,97.47,103.14,NA
2025-2026,July,31,UTTAR PRADESH,3167,AMROHA,934042,244.1191871,18,60,154.93494,3605,1,18513,825085,213412,39392,391,88,138.72317,2307.848905,43914,50580,102058,143776,22,147057,200262,22118,2014.190795,216134,19,50.16,94.24,100.25,NA
2025-2026,July,31,UTTAR PRADESH,3168,KANNAUJ,706732,246.7548741,22,122,50.6250858,1283,12,13325,695521,195052,38134,266,19,119.64594,1886.502993,31211,34320,89375,114921,5,140861,175781,14608,1716.231968,233108,21,69.17,86.58,100.21,NA
2025-2026,July,31,UTTAR PRADESH,3169,AURAIYA,731367,249.8001492,31,101,47.071076,1792,27,13122,1586719,561395,45299,6274,374,123.03559,4133.733096,50541,54691,88415,111648,57,142189,174307,14914,3963.62643,550506,18,51.94,67.6,100,NA
2025-2026,July,31,UTTAR PRADESH,3172,KUSHI NAGAR,1375476,254.1179587,29,410,110.6263148,8056,23,26810,2621690,656911,67238,20240,1814,180.55229,6953.363716,88125,103803,183608,258367,107,385546,519337,34866,6662.185112,1125163,23,65.93,81.16,100.05,NA
2025-2026,July,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,2141261,251.547672,31,203,86.8357792,6887,29,19343,2739461,887975,74933,3339,217,177.76141,7155.647561,87046,93713,178274,224408,54,266509,336671,26230,6891.050371,1524359,36,60.41,93.05,100,NA
2025-2026,July,31,UTTAR PRADESH,3175,BALRAMPUR,1153650,251.6130061,22,216,32.0445907,2745,6,21427,1208422,320991,47090,20409,3959,220.33134,3292.922852,53717,58316,131385,186673,16,184247,254674,24172,3040.546921,513353,20,66.34,88.88,100.07,NA
2025-2026,July,31,UTTAR PRADESH,3110,MORADABAD,709224,259.0743978,21,166,13.906,1971,51,15338,924577,171474,30934,525,113,0,2409.248295,42659,49307,107522,147768,2,193214,267340,17309,2395.342295,263585,16,60.89,78.93,100.01,NA
2025-2026,July,31,UTTAR PRADESH,3111,RAMPUR,1333139,250.2414502,33,105,40.09731,2361,24,14286,2064755,374961,34720,1124,67,0,5206.970165,61740,70971,111612,147132,98,173182,221262,16647,5166.872855,602186,9,69.94,89.54,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3117,BULANDSHAHR,140915,235.0302585,20,44,15.71288,393,83,10889,235501,50395,9576,114,40,0,569.2114891,11686,12298,36851,46036,7,90109,110136,11282,553.4986091,89070,7,71.87,80.92,100.34,NA
2025-2026,July,31,UTTAR PRADESH,3119,MATHURA,963913,247.5364856,28,59,30.40799,1779,40,13811,1338560,365131,36237,2395,232,0,3343.832371,46441,55469,88896,119673,39,144312,192155,15590,3313.424381,567955,14,65.88,81.14,100,NA
2025-2026,July,31,UTTAR PRADESH,3122,ETAH,451884,251.3826081,24,110,80.6806023,1801,24,13088,794134,153568,20924,555,53,0,2076.995363,32539,35240,82517,104504,9,146900,183609,14889,1996.314761,285186,10,56.78,79.41,100.47,NA
2025-2026,July,31,UTTAR PRADESH,3135,ETAWAH,384723,254.701586,17,63,49.213,824,23,10732,339529,115416,36025,285,134,0,913.9987478,19050,20194,77657,98066,6,138737,167471,11556,864.7857478,103313,28,62.08,65.08,100.57,NA
2025-2026,July,31,UTTAR PRADESH,3140,LALITPUR,1593196,248.6891081,28,140,18.0772687,2629,1,17930,1604143,360804,55214,79464,15190,0,4007.406187,57085,77693,127366,216484,178,189097,308729,20559,3989.328919,710008,41,38.9,85.94,100.16,NA
2025-2026,July,31,UTTAR PRADESH,3141,HAMIRPUR,1109397,248.7834846,32,126,19.76854,696,0,16528,1720986,336561,40982,1039,78,0,4301.29748,52817,71007,114354,184794,131,179639,288194,17224,4281.52894,746303,45,55.99,92.39,100,NA
2025-2026,July,31,UTTAR PRADESH,3142,BANDA,876004,251.2047048,26,232,35.7863444,3017,6,17635,644846,151786,46740,202,44,0,1655.669835,24631,31869,121704,195924,13,230250,357260,20652,1619.88349,297536,55,52.03,75.99,100.11,NA
2025-2026,July,31,UTTAR PRADESH,3148,BARABANKI,1989751,256.8166958,29,280,593.4455681,4121,16,26486,2294585,1004137,123127,1698,127,176.95725,6663.280197,77398,87894,206110,280920,142,380187,496918,30607,5892.877379,785552,19,51.94,89.33,100.56,NA
2025-2026,July,31,UTTAR PRADESH,3150,SULTANPUR,2106815,247.0524717,30,190,73.90354,5458,33,21006,2481226,619399,74510,5799,600,255.42428,6459.257982,80229,86458,205748,284064,18,351721,485960,26464,6129.930162,1214001,26,41.27,71.32,100.23,NA
2025-2026,July,31,UTTAR PRADESH,3152,MAHARAJGANJ,2568049,254.6047262,27,314,49.80542,4555,1,30081,3355059,752516,75787,15046,1737,0,8591.944201,119826,138989,227095,336997,145,375874,531132,34636,8542.138781,1815361,17,61.99,89.57,100,NA
2025-2026,July,31,UTTAR PRADESH,3156,MAU,1531585,248.2043728,30,345,252.8047752,4002,22,18189,2215212,810850,74323,31754,2820,0,5751.057826,72558,82688,142027,204099,77,251175,342896,22191,5498.253051,1200515,21,53.26,91.23,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3169,AURAIYA,731367,251.4112907,29,95,44.890426,1762,34,12982,1401967,496336,45180,5724,374,0,3569.593756,48139,51902,88052,111219,38,142169,174229,14744,3524.70333,485005,18,49.54,65.39,100,NA
2025-2026,July,31,UTTAR PRADESH,3171,CHANDAULI,2212853,250.1337424,37,201,102.5681391,2124,45,20566,3401367,817197,62555,16261,1137,0,8610.53471,91901,116620,145636,216626,392,207512,298559,22690,8507.966571,1401891,19,54.87,64.03,101.09,NA
2025-2026,July,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,2141261,253.0916064,30,201,86.8357792,6697,30,18800,2552011,831489,74883,3249,217,177.76141,6723.522825,84802,91101,178074,224083,27,266493,336637,25497,6458.925636,1421284,35,59.27,93.53,100,NA
2025-2026,July,31,UTTAR PRADESH,3175,BALRAMPUR,1153650,251.7818409,22,215,32.0445907,2688,7,21269,1173533,312584,47072,19904,3959,220.33134,3207.118922,52753,57234,131341,186568,14,184243,254615,23957,2954.742991,498840,20,65.67,88.7,100.06,NA
2025-2026,July,31,UTTAR PRADESH,3176,SHRAVASTI,878297,251.3027426,33,143,77.09849,2184,9,9931,1220797,321362,30204,9374,1048,0,3144.994833,36558,42914,75193,108251,122,124758,170416,12115,3067.896343,547778,25,52.12,91.63,100.07,NA
2025-2026,July,31,UTTAR PRADESH,3179,MAHOBA,462284,245.0389874,24,157,14.42265,489,6,9241,328606,82334,21763,239,92,0,819.635465,13162,17554,45073,81980,44,99451,167426,9730,805.212815,132083,40,42.82,88.09,101.63,NA
2025-2026,July,31,UTTAR PRADESH,3180,KASHGANJ,495794,242.9286313,16,234,41.4714,1188,13,8688,466173,105393,25565,499,87,0,1173.939089,28637,31986,79069,112493,0,114495,156165,9876,1132.467689,107957,9,56.88,92.81,100.08,NA
2025-2026,July,31,UTTAR PRADESH,3182,HAPUR,72533,246.4744993,16,4,0.3915,125,13,1607,47370,27629,4416,1,4,0,117.1464703,2834,3136,8191,9690,0,16901,20639,1732,116.7549703,20300,4,85.11,99.97,100.15,NA
2025-2026,July,31,UTTAR PRADESH,3120,AGRA,1266361,247.5666278,29,149,69.0207621,765,19,17306,1857244,523885,52718,8001,736,174.74886,4841.685963,63978,79895,121507,175997,26,188421,262589,18071,4597.916341,765094,29,45.02,82.35,100.2,NA
2025-2026,July,31,UTTAR PRADESH,3121,FIROZABAD,1226464,247.9750065,29,199,28.3017371,2823,21,15653,1749375,458756,34741,2579,212,39.03472,4405.349227,60237,62351,107892,135135,13,160767,200708,18476,4338.01277,720262,18,70.16,79.59,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3122,ETAH,451884,248.8895803,25,116,80.6806023,1852,22,13200,877610,169936,20958,632,53,86.76731,2351.727758,33879,36687,82609,104637,13,146948,183706,15052,2184.279846,312724,10,57.17,80.54,100.43,NA
2025-2026,July,31,UTTAR PRADESH,3131,UNNAO,715266,253.3447487,27,121,33.75496,1827,20,22558,1141987,395026,60208,2638,289,110.57504,3037.494095,41988,45021,122220,162757,39,273764,354099,24385,2893.164095,409608,24,45.11,71.01,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3133,RAE BARELI,879610,242.7731624,22,175,109.0736515,3647,5,23057,1119517,631678,125943,585,147,333.75576,3160.716236,50510,56799,154975,244828,25,305897,442206,26704,2717.886824,542440,12,46.34,65.69,100.04,NA
2025-2026,July,31,UTTAR PRADESH,3134,FARRUKHABAD,484896,247.7688106,25,44,20.12551,917,6,11108,562662,126560,22481,20,8,141.77804,1556.004495,21968,23765,69261,91255,5,113502,142628,12025,1394.100945,147608,15,64.62,95.23,100,NA
2025-2026,July,31,UTTAR PRADESH,3144,PRATAPGARH,1511875,263.9073212,28,230,97.0545946,8752,49,23344,1877658,706200,94746,5264,541,255.85834,5308.189864,64857,67640,194776,249859,16,360379,459798,32096,4955.27693,996289,27,43.31,88.38,100.02,NA
2025-2026,July,31,UTTAR PRADESH,3158,JAUNPUR,3302912,248.8963722,27,497,87.158167,11832,59,36036,3141457,1073505,143107,95,29,211.77737,8117.908043,113831,119478,297356,398420,9,482569,643623,47868,7818.972506,1637339,40,69.08,87.49,100.25,NA
2025-2026,July,31,UTTAR PRADESH,3160,GHAZIPUR,2637202,243.0176231,25,177,48.4887511,7199,33,24396,3014468,744807,94069,28161,3425,362.61137,7736.788603,120053,136550,280221,372008,17,465115,602568,31595,7325.688482,1436251,19,31.22,77.99,100.27,NA
2025-2026,July,31,UTTAR PRADESH,3161,VARANASI,558200,255.707069,20,95,29.93421,2016,4,12359,585439,213425,44379,4183,821,158.48179,1685.424908,28537,33948,77450,121025,5,161550,228782,14375,1497.008908,310607,23,57.3,64.35,100.42,NA
2025-2026,July,31,UTTAR PRADESH,3165,BAGHPAT,7062,230.8426418,12,0,0.6096,56,121,1869,5924,1209,1546,0,4,1.73692,16.0216381,472,509,3596,4671,0,17638,21636,1925,13.6751181,2320,5,91.88,97.55,103.05,NA
2025-2026,July,31,UTTAR PRADESH,3176,SHRAVASTI,878297,251.5424539,35,147,77.09849,2326,8,10120,1333085,352705,30214,10132,1048,83.75516,3514.128371,37726,44387,75279,108378,138,124769,170440,12446,3353.274721,596256,25,54.68,91.84,100.07,NA
2025-2026,July,31,UTTAR PRADESH,3180,KASHGANJ,495794,245.8032439,17,248,41.4714,1259,6,8802,541028,121403,25568,558,87,127.65191,1498.987684,31018,34677,79070,112503,0,114538,156227,10061,1329.864374,126263,8,56.59,93.61,100.17,NA
2025-2026,July,31,UTTAR PRADESH,3181,AMETHI,905147,252.0675686,26,94,48.1432006,3098,9,17200,947584,292297,54292,159,12,235.23824,2671.93339,35249,38755,129434,178504,9,231485,302998,20298,2388.55195,376719,25,44.41,73.36,100.05,NA
2025-2026,July,31,UTTAR PRADESH,3182,HAPUR,72533,246.6632936,17,7,0.3915,127,8,1638,49280,28196,4416,1,4,0.07,122.0171711,2886,3198,8191,9691,0,16901,20640,1765,121.5556711,20825,4,85.63,99.91,100.37,NA
